244.6,0.7709
246.8,0.7709
249,0.7709
251.2,0.7709
253.4,0.7709
255.6,0.7709
257.8,0.7709
260,0.7709
262.2,0.7709
264.4,0.7709
266.6,0.7709
268.8,0.7709
271,0.7709
273.2,0.7709
275.4,0.7709
277.6,0.7709
279.8,0.7709
282,0.7709
284.2,0.7709
286.4,0.7709
288.6,0.7709
290.8,0.7709
293,0.7709
295.2,0.7709
297.4,0.7709
299.6,0.7709
301.8,0.7709
304,0.7709
306.2,0.7709
308.4,0.7709
310.6,0.7709
312.8,0.7709
315,0.7709
317.2,0.7709
319.4,0.7709
321.6,0.7709
323.8,0.7709
326,0.7709
328.2,0.7709
330.4,0.7709
332.6,0.7709
334.8,0.7709
337,0.7709
339.2,0.7709
341.4,0.7709
343.6,0.7709
345.8,0.7709
348,0.7708
350.2,0.7688
352.4,0.7665
354.6,0.7640
356.8,0.7601
359,0.7552
361.2,0.7493
363.4,0.7424
365.6,0.7348
367.8,0.7261
370,0.7162
372.2,0.7056
374.4,0.6944
376.6,0.6829
378.8,0.6712
381,0.6595
383.2,0.6479
385.4,0.6367
387.6,0.6267
389.8,0.6179
392,0.6098
394.2,0.6030
396.4,0.5975
398.6,0.5923
400.8,0.5867
403,0.5812
405.2,0.5760
407.4,0.5710
409.6,0.5661
411.8,0.5614
414,0.5569
416.2,0.5526
418.4,0.5479
420.6,0.5428
422.8,0.5377
425,0.5328
427.2,0.5281
429.4,0.5238
431.6,0.5201
433.8,0.5169
436,0.5138
438.2,0.5109
440.4,0.5083
442.6,0.5055
444.8,0.5028
447,0.5002
449.2,0.4979
451.4,0.4958
453.6,0.4941
455.8,0.4927
458,0.4916
460.2,0.4904
462.4,0.4892
464.6,0.4882
466.8,0.4870
469,0.4858
471.2,0.4845
473.4,0.4834
475.6,0.4824
477.8,0.4812
480,0.4802
482.2,0.4792
484.4,0.4781
486.6,0.4768
488.8,0.4754
491,0.4740
493.2,0.4727
495.4,0.4715
497.6,0.4703
499.8,0.4693
502,0.4685
504.2,0.4677
506.4,0.4670
508.6,0.4663
510.8,0.4654
513,0.4646
515.2,0.4638
517.4,0.4631
519.6,0.4624
521.8,0.4618
524,0.4611
526.2,0.4604
528.4,0.4595
530.6,0.4586
532.8,0.4577
535,0.4568
537.2,0.4559
539.4,0.4551
541.6,0.4542
543.8,0.4534
546,0.4526
548.2,0.4520
550.4,0.4515
552.6,0.4512
554.8,0.4512
557,0.4512
559.2,0.4512
561.4,0.4513
563.6,0.4514
565.8,0.4516
568,0.4519
570.2,0.4521
572.4,0.4522
574.6,0.4522
576.8,0.4521
579,0.4519
581.2,0.4516
583.4,0.4512
585.6,0.4506
587.8,0.4500
590,0.4493
592.2,0.4484
594.4,0.4476
596.6,0.4468
598.8,0.4460
601,0.4454
603.2,0.4448
605.4,0.4443
607.6,0.4439
609.8,0.4436
612,0.4434
614.2,0.4434
616.4,0.4436
618.6,0.4438
620.8,0.4442
623,0.4447
625.2,0.4452
627.4,0.4458
629.6,0.4465
631.8,0.4472
634,0.4478
636.2,0.4485
638.4,0.4492
640.6,0.4499
642.8,0.4506
645,0.4514
647.2,0.4522
649.4,0.4532
651.6,0.4543
653.8,0.4556
656,0.4571
658.2,0.4588
660.4,0.4607
662.6,0.4629
664.8,0.4653
667,0.4679
669.2,0.4706
671.4,0.4737
673.6,0.4770
675.8,0.4808
678,0.4848
680.2,0.4889
682.4,0.4932
684.6,0.4979
686.8,0.5027
689,0.5077
691.2,0.5129
693.4,0.5181
695.6,0.5234
697.8,0.5290
700,0.5345
702.2,0.5401
704.4,0.5455
706.6,0.5510
708.8,0.5565
711,0.5622
713.2,0.5680
715.4,0.5737
717.6,0.5792
719.8,0.5847
722,0.5904
724.2,0.5962
726.4,0.6020
728.6,0.6079
730.8,0.6137
733,0.6197
735.2,0.6259
737.4,0.6323
739.6,0.6388
741.8,0.6455
744,0.6522
746.2,0.6590
748.4,0.6660
750.6,0.6729
752.8,0.6799
755,0.6870
757.2,0.6942
759.4,0.7017
761.6,0.7091
763.8,0.7165
766,0.7240
768.2,0.7314
770.4,0.7390
772.6,0.7465
774.8,0.7540
777,0.7614
779.2,0.7687
781.4,0.7760
783.6,0.7832
785.8,0.7903
788,0.7974
790.2,0.8044
792.4,0.8112
794.6,0.8178
796.8,0.8242
799,0.8303
801.2,0.8362
803.4,0.8417
805.6,0.8469
807.8,0.8519
810,0.8568
812.2,0.8614
814.4,0.8658
816.6,0.8701
818.8,0.8742
821,0.8781
823.2,0.8816
825.4,0.8850
827.6,0.8882
829.8,0.8913
832,0.8942
834.2,0.8968
836.4,0.8991
838.6,0.9012
840.8,0.9033
843,0.9052
845.2,0.9069
847.4,0.9084
849.6,0.9099
851.8,0.9112
854,0.9124
856.2,0.9134
858.4,0.9145
860.6,0.9156
862.8,0.9165
865,0.9174
867.2,0.9182
869.4,0.9189
871.6,0.9196
873.8,0.9204
876,0.9212
878.2,0.9220
880.4,0.9227
882.6,0.9234
884.8,0.9239
887,0.9243
889.2,0.9248
891.4,0.9252
893.6,0.9256
895.8,0.9260
898,0.9264
900.2,0.9267
902.4,0.9270
904.6,0.9272
906.8,0.9274
909,0.9275
911.2,0.9277
913.4,0.9277
915.6,0.9277
917.8,0.9277
920,0.9278
922.2,0.9279
924.4,0.9280
926.6,0.9281
928.8,0.9283
931,0.9284
933.2,0.9286
935.4,0.9287
937.6,0.9287
939.8,0.9287
942,0.9287
944.2,0.9287
946.4,0.9287
948.6,0.9287
950.8,0.9287
953,0.9287
955.2,0.9287
957.4,0.9287
959.6,0.9287
961.8,0.9287
964,0.9287
966.2,0.9287
968.4,0.9287
970.6,0.9287
972.8,0.9287
975,0.9287
977.2,0.9287
979.4,0.9287
981.6,0.9287
983.8,0.9287
986,0.9287
988.2,0.9287
990.4,0.9287
992.6,0.9287
994.8,0.9287
997,0.9287
999.2,0.9287
1001.4,0.9287
1003.6,0.9287
1005.8,0.9287
1008,0.9287
1010.2,0.9287
1012.4,0.9287
1014.6,0.9287
1016.8,0.9287
1019,0.9287
1021.2,0.9287
1023.4,0.9287
1025.6,0.9287
1027.8,0.9287
1030,0.9287
1032.2,0.9287
1034.4,0.9287
1036.6,0.9287
1038.8,0.9287
1041,0.9287
1043.2,0.9287
1045.4,0.9287
1047.6,0.9287
1049.8,0.9287
1052,0.9287
1054.2,0.9287
1056.4,0.9287
1058.6,0.9287
1060.8,0.9287
1063,0.9287
1065.2,0.9287
1067.4,0.9287
1069.6,0.9287
1071.8,0.9287
1074,0.9287
1076.2,0.9287
1078.4,0.9287
1080.6,0.9287
1082.8,0.9287
1085,0.9287
1087.2,0.9287
1089.4,0.9287
1091.6,0.9287
1093.8,0.9287
1096,0.9287
1098.2,0.9287
1100.4,0.9287
1102.6,0.9287
1104.8,0.9287
1107,0.9287
1109.2,0.9287
1111.4,0.9287
1113.6,0.9287
1115.8,0.9287
1118,0.9287
1120.2,0.9287
1122.4,0.9287
1124.6,0.9287
1126.8,0.9287
1129,0.9287
1131.2,0.9287
1133.4,0.9287
1135.6,0.9287
1137.8,0.9287
1140,0.9287
1142.2,0.9287
1144.4,0.9287
1146.6,0.9287
1148.8,0.9287
1151,0.9287
1153.2,0.9287
1155.4,0.9287
1157.6,0.9287
1159.8,0.9287
1162,0.9287
1164.2,0.9287
1166.4,0.9287
1168.6,0.9287
1170.8,0.9287
1173,0.9287
1175.2,0.9287
1177.4,0.9287
1179.6,0.9287
1181.8,0.9287
1184,0.9287
1186.2,0.9287
1188.4,0.9287
1190.6,0.9287
1192.8,0.9287
1195,0.9287
1197.2,0.9287
1199.4,0.9287
1201.6,0.9287
1203.8,0.9287
1206,0.9287
1208.2,0.9287
1210.4,0.9287
1212.6,0.9287
1214.8,0.9287
1217,0.9287
1219.2,0.9287
1221.4,0.9287
1223.6,0.9287
1225.8,0.9287
1228,0.9287
1230.2,0.9287
1232.4,0.9287
1234.6,0.9287
1236.8,0.9287
1239,0.9287
1241.2,0.9287
1243.4,0.9287
1245.6,0.9287
1247.8,0.9287
1250,0.9287
1252.2,0.9287
1254.4,0.9287
1256.6,0.9287
1258.8,0.9287
1261,0.9287
1263.2,0.9287
1265.4,0.9287
1267.6,0.9287
1269.8,0.9287
1272,0.9287
1274.2,0.9287
1276.4,0.9287
1278.6,0.9287
1280.8,0.9287
1283,0.9287
1285.2,0.9287
1287.4,0.9287
1289.6,0.9287
1291.8,0.9287
1294,0.9287
1296.2,0.9287
1298.4,0.9287